DREPT CIVIL,"1	Ca regulă, sancţiunea specifică a simulaţiei este:
","A. nulitatea contractului secret
B. inopozabilitatea faţă de terţele persoane a situaţiei juridice reale create prin contractul secret
C. inopozabilitatea faţă de terţele persoane a situaţiei juridice consacrată prin contractul public, aparent.
",B
DREPT CIVIL,"29	Cursul prescripţiei extinctive este suspendat:
","A. cât timp cel împotriva căruia curge este împiedicat de un caz de forţă majoră să facă acte de întrerupere
B. prin introducerea unei cereri de chemare în judecată
C. prin recunoaşterea dreptului a cărui acţiune se prescrie.
",A
DREPT CIVIL,"9	Răspunderea civilă patrimonială a persoanei juridice poate fi:
","A. exclusiv o răspundere contractuală
B. exclusiv o răspundere delictuală pentru fapta altuia
C. o răspundere contractuală sau o răspundere delictuală, după caz.
",C
DREPT CIVIL,"20	În privinţa acţiunilor având ca obiect pronunţarea unei hotărâri care să ţină loc de contract de vânzare, în situaţia în care promitentul vânzător a promis vânzarea întregului imobil, deşi are calitatea de coproprietar, deţinând o cotă parte din bun, Înalta Curte de Casaţie şi Justiţie a statuat că:
","A. acţiunea poate fi admisă şi în lipsa acordului celorlalţi coproprietari, vânzarea fiind în acest caz afectată de o condiţie rezolutorie
B. promisiunea de vânzare nu poate fi executată în natură sub forma pronunţării unei hotărâri judecătoreşti care să ţină loc de contract de vânzare pentru întregul bun, în lipsa acordului celorlalţi coproprietari
C. acţiunea poate fi admisă doar în parte, în limita cotei de proprietate a coproprietarului promitent vânzător.
",B
DREPT CIVIL,"12	Testamentul autentic
","A. presupune ca o condiţie de valabilitate prezentarea la judecătorie în vederea îndeplinirii formalităţilor necesare
B. deşi nul pentru vicii de formă are valoare de testament olograf, valabil dacă este scris în întregime, datat, semnat de testator
C. prezintă avantajul reprezentării testatorului în faţa autorităţilor.
",B
DREPT CIVIL,"4	Este anulabilă donația care:
","A. cuprinde o clauză care conferă donatorului dreptul de a denunța unilateral donația
B. conţine o clauză care permite donatorului să dispună de o parte din bunurile donate
C. a fost contractată prin constrângerea psihică a donatorului de către un terț, dacă donatarul cunoștea această împrejurare.
",C
DREPT CIVIL,"19	Imputația plății:
","A. poate fi făcută doar de debitor și în cazul unei datorii neexigibile în detrimentul unei datorii scadente
B. se face de mai întâi de creditor, iar apoi de debitor
C. se poate face prin acordul părților.
",C
DREPT CIVIL,"2	Principiul irevocabilităţii efectelor actului juridic presupune:
","A. actul juridic se impune părţilor întocmai ca legea
B. ca regulă, o parte nu poate reveni asupra voinţei exprimate, în mod unilateral
C. efectele actului juridic se produc numai faţă de părţile acestuia.
",B
DREPT CIVIL,"18	Nulitatea unei donaţii pentru nerespectarea formei autentice:
","A. poate fi confirmată de donator, forma autentică fiind cerută pentru protejarea intereselor acestuia
B. poate fi acoperită de reprezentantul donatorului, în timpul vieţii acestuia
C. poate fi acoperită de moştenitorii donatorului, după moartea acestuia.
",C
DREPT CIVIL,"11	În raport cu dispozițiile Codului civil din 2009, cu modificările ulterioare, în cazul vânzării moștenirii:
","A. cumpărătorul este întotdeauna răspunzător pentru datoriile moștenirii vândute
B. dobândirea drepturilor cuprinse în moștenire este opozabilă terților de la data încheierii contractului de vânzare, indiferent de natura acestor drepturi
C. contractul se încheie în formă autentică, sub sancțiunea nulității absolute.
",C
