2009,pr penala,COD PR PENALA baza,Articolul 1,"Normele de procedură penală și scopul acestora (1) Normele de procedură penală reglementează desfășurarea procesului penal și a altor proceduri judiciare în legătură cu o cauză penală. (2) Normele de procedură penală urmăresc asigurarea exercitării eficiente a atribuțiilor organelor judiciare cu garantarea drepturilor părților și a celorlalți participanți în procesul penal astfel încât să fie respectate prevederile Constituției, ale tratatelor constitutive ale Uniunii Europene, ale celorlalte reglementări ale Uniunii Europene în materie procesual penală, precum și ale pactelor și tratatelor privitoare la drepturile fundamentale ale omului la care România este parte.","  (Norme de procedură penală;reglementează;desfășurarea procesului penal)
(Norme de procedură penală;reglementează;alte proceduri judiciare în legătură cu o cauză penală)
(Norme de procedură penală;urmăresc;asigurarea exercitării eficiente a atribuțiilor organelor judiciare)
(Norme de procedură penală;garantează;drepturile părților și a celorlalți participanți în procesul penal)
(Norme de procedură penală;respectă;prevederile Constituției)
(Norme de procedură penală;respectă;tratatele constitutive ale Uniunii Europene)
(Norme de procedură penală;respectă;reglementările Uniunii Europene în materie procesual penală)
(Norme de procedură penală;respectă;pactele și tratatele privitoare la drepturile fundamentale ale omului la care România este parte)
STOP"
2009,pr penala,COD PR PENALA baza,Articolul 2,Legalitatea procesului penal Procesul penal se desfășoară potrivit dispozițiilor prevăzute de lege.,"  (Procesul penal;se desfășoară;potrivit dispozițiilor prevăzute de lege)
(Procesul penal;denumit;legalitatea procesului penal)
STOP"
2009,pr penala,COD PR PENALA baza,Articolul 3,"Separarea funcțiilor judiciare (1) În procesul penal se exercită următoarele funcții judiciare: a) funcția de urmărire penală; b) funcția de dispoziție asupra drepturilor și libertăților fundamentale ale persoanei în faza de urmărire penală; c) funcția de verificare a legalității trimiterii sau netrimiterii în judecată; d) funcția de judecată. (2) Funcțiile judiciare se exercită din oficiu, în afară de cazul când, prin lege, se dispune altfel. (3) În desfășurarea aceluiași proces penal, exercitarea unei funcții judiciare este incompatibilă cu exercitarea unei alte funcții judiciare, cu excepția celei prevăzute la alin. (1) lit. b) (4) În exercitarea funcției de urmărire penală, procurorul","  (funcție judiciară;exercită;proces penal)
(proces penal;are;funcție de urmărire penală)
(funcție judiciară;exercită;faza de urmărire penală)
(faza de urmărire penală;are;funcție de dispoziție asupra drepturilor și libertăților fundamentale ale persoanei)
(faza de urmărire penală;are;funcție de verificare a legalității trimiterii sau netrimiterii în judecată)
(judecată;este;funcție judiciară)
(proces penal;are;funcție de judecată)
(funcție judiciară;se exercită;din oficiu)
(funcție judiciară;exercitare;incompatibilă)
(funcție judiciară;excepție;funcție judiciară)
(funcție judiciară;exercită;procuror)
STOP"
2009,pr penala,COD PR PENALA baza,Articolul 3,"este incompatibilă cu exercitarea unei alte funcții judiciare, cu excepția celei prevăzute la alin. (1) lit. b) (4) În exercitarea funcției de urmărire penală, procurorul și organele de cercetare penală strâng probele necesare pentru a se constata dacă există sau nu temeiuri de trimitere în judecată. (5) Asupra actelor și măsurilor din cadrul urmăririi penale, care restrâng drepturile și libertățile fundamentale ale persoanei, dispune judecătorul desemnat cu atribuții în acest sens, cu excepția cazurilor prevăzute de lege. (6) Asupra legalității actului de trimitere în judecată și probelor pe care se bazează acesta, precum și a legalității soluțiilor de netrimitere în","  (funcție judiciară;este incompatibilă cu;exercitarea unei alte funcții judiciare)
(funcție judiciară;exceptând;cea prevăzută la alin. (1) lit. b))
(procuror;și;organele de cercetare penală)
(procuror și organele de cercetare penală;strâng;probele necesare)
(urmărire penală;dispune;judecătorul desemnat cu atribuții în acest sens)
(acte și măsuri din cadrul urmăririi penale;care restrâng drepturile și libertățile fundamentale ale persoanei;asupra lor dispune judecătorul desemnat cu atribuții în acest sens)
(act de trimitere în judecată;asupra legalității acestuia;dispune judecătorul desemnat cu atribuții în acest sens)
(probe pe care se bazează actul de trimitere în judecată;asupra legalității acestora;dispune judecătorul desemnat cu atribuții în acest sens)
(soluții de netrimitere în judecată;asupra legalității acestora;dispune judecătorul desemnat cu atribuții în acest sens)
STOP"
2009,pr penala,COD PR PENALA baza,Articolul 4,"Prezumția de nevinovăție (1) Orice persoană este considerată nevinovată până la stabilirea vinovăției sale printr-o hotărâre penală definitivă. (2) După administrarea întregului probatoriu, orice îndoială în formarea convingerii organelor judiciare se interpretează în favoarea suspectului sau inculpatului.","  (prezumția de nevinovăție;considerată;nevinovată)
(persoană;până la;stabilirea vinovăției sale)
(stabilirea vinovăției;printr-o hotărâre penală;definitivă)
(organe judiciare;după;administrarea întregului probatoriu)
(orice îndoială;se interpretează în favoarea;suspectului sau inculpatului)
STOP"
2009,pr penala,COD PR PENALA baza,Articolul 5,"Aflarea adevărului (1) Organele judiciare au obligația de a asigura, pe bază de probe, aflarea adevărului cu privire la faptele și împrejurările cauzei, precum și cu privire la persoana suspectului sau inculpatului. (2) Organele de urmărire penală au obligația de a strânge și de a administra probe atât în favoarea, cât și în defavoarea suspectului sau inculpatului. Respingerea sau neconsemnarea cu rea-credință a probelor propuse în favoarea suspectului sau inculpatului se sancționează conform dispozițiilor prezentului cod.","  (organele judiciare;au obligația de;a asigura aflarea adevărului)
(aflarea adevărului;cu privire la;faptele și împrejurările cauzei)
(aflarea adevărului;cu privire la;persoana suspectului sau inculpatului)
(aflarea adevărului;bazat pe;probe)
(organele de urmărire penală;au obligația de;a strânge și a administra probe)
(probe;pentru;suspect sau inculpat)
(probe;atât;în favoarea cât și în defavoarea suspectului sau inculpatului)
(respingerea sau neconsemnarea probelor;se sancționează;conform dispozițiilor prezentului cod)
STOP"
2009,pr penala,COD PR PENALA baza,Articolul 6,"Ne bis în idem Nicio persoană nu poate fi urmărită sau judecată pentru săvârșirea unei infracțiuni atunci când față de acea persoană s-a pronunțat anterior o hotărâre penală definitivă cu privire la aceeași faptă, chiar și sub altă încadrare juridică.","  (persoană;poate fi urmărită sau judecată;pentru săvârșirea unei infracțiuni)
(persoană;nu poate;ne bis în idem)
(persoană;a fost pronunțată;hotărâre penală definitivă)
(hotărâre penală definitivă;privire la;aceeași faptă)
(hotărâre penală definitivă;privire la;altă încadrare juridică)
STOP"
2009,pr penala,COD PR PENALA baza,Articolul 7,"Obligativitatea punerii în mișcare și a exercitării acțiunii penale (1) Procurorul este obligat să pună în mișcare și să exercite acțiunea penală din oficiu atunci când există probe din care rezultă săvârșirea unei infracțiuni și nu există vreo cauză legală de împiedicare, alta decât cele prevăzute la alin. (2) (3) (2) În cazurile și în condițiile prevăzute expres de lege, procurorul poate renunța la exercitarea acțiunii penale dacă, în raport cu elementele concrete ale cauzei, nu există un interes public în realizarea obiectului acesteia. (3) În cazurile prevăzute expres de lege, procurorul pune în mișcare și exercită acțiunea penală după","  (procuror;este obligat;sa puna in miscare si sa exercite aciunea penală)
(acțiune penală;exercitata de;procuror)
(existența unor probe;rezultă;savârșirea unei infracțiuni)
(procuror;nu există;cauze legale de împiedicare)
(procuror;poate;renunța la exercitarea acțiunii penale)
(elemente concrete ale cauzei;în raport cu;interes public)
(procuror;pune in miscare si exercită acțiunea penală;dupa lege)
STOP"
2009,pr penala,COD PR PENALA baza,Articolul 7,"nu există un interes public în realizarea obiectului acesteia. (3) În cazurile prevăzute expres de lege, procurorul pune în mișcare și exercită acțiunea penală după introducerea plângerii prealabile a persoanei vătămate sau după obținerea autorizării ori sesizării organului competent sau după îndeplinirea unei alte condiții prevăzută de lege.","  (nu există;interes public;realizarea obiectului acesteia)
(procuror;pune în mișcare;acțiunea penală)
(procuror;exercită;acțiunea penală)
(acțiunea penală;după introducerea;plângerii prealabile a persoanei vătămate)
(acțiunea penală;după obținerea;autorizării)
(acțiunea penală;după sesizării;organului competent)
(acțiunea penală;după îndeplinirea;unei alte condiții prevăzută de lege)
STOP"
2009,pr penala,COD PR PENALA baza,Articolul 8,"Caracterul echitabil și termenul rezonabil al procesului penal Organele judiciare au obligația de a desfășura urmărirea penală și judecata cu respectarea garanțiilor procesuale și a drepturilor părților și ale subiecților procesuali, astfel încât să fie constatate la timp și în mod complet faptele care constituie infracțiuni, nicio persoană nevinovată să nu fie trasă la răspundere penală, iar orice persoană care a săvârșit o infracțiune să fie pedepsită potrivit legii, într-un termen rezonabil.","  (organe judiciare;au obligație de;desfășura urmărirea penală și judecata cu respectarea garanțiilor procesuale și a drepturilor părților și ale subiecților procesuali)
(urmărirea penală și judecata;desfășurată de;organe judiciare)
(urmărirea penală și judecata;constată;faptele care constituie infracțiuni)
(persoană nevinovată;nu trebuie;trasă la răspundere penală)
(persoană care a săvârșit o infracțiune;trebuie;pedepsită potrivit legii)
(persoană care a săvârșit o infracțiune;pedepsită;într-un termen rezonabil)
STOP"
