Drept Procesual Penal,"41.  Din actele şi lucrările dosarului de urmărire penală X/P/2014 reiese că, în seara zilei de 07.02.2014, în incinta unei gări din municipiul Ploieşti, A.B., prin violenţă, a deposedat victima C.D. de aparatul de fotografiat, în timp ce aceasta aştepta trenul pentru a se întoarce în municipiul Craiova, localitatea sa de domiciliu. Ulterior, A.B. a fost prins de organele de urmărire penală în municipiul Braşov, în timp ce încerca să vândă aparatul de fotografiat. În ipoteza în care două dintre instanţele în circumscripţia cărora se află locurile menţionate ar fi sesizate simultan:","A. Judecătoria Craiova ar avea prioritate în faţa Judecătoriei Ploieşti
B. Judecătoria Ploieşti ar avea prioritate în faţa Judecătoriei Braşov
C. Judecătoria Braşov ar avea prioritate în faţa Judecătoriei Craiova",BC
Drept Procesual Penal,86.  În cursul judecăţii în primă instanţă:,"A. instanţa nu poate administra probe din oficiu în nicio situaţie
B. inculpatul poate cere administrarea de probe noi şi în cursul cercetării judecătoreşti
C. în anumite condiţii, instanţa prin încheiere poate dispune reluarea urmăririi penale",B
Drept Procesual Penal,89.  În cursul judecății:,"A. inculpatul care a solicitat în scris instanței să fie judecat în lipsă poate fi adus la termen cu mandat de aducere
B. suspendarea judecăţii pe motiv că inculpatul suferă de o boală gravă se dispune prin încheiere ce poate fi atacată separat cu contestaţie şi de către persoana vătămată
C. instanţa poate dispune extinderea acţiunii penale cu privire la alte acte materiale",AB
Drept Procesual Penal,"44.  In cauza penala nr. 13/P/2016 avand ca obiect efectuarea urmaririi penale sub aspectul savarsirii infractiunii prev. si ped. de disp.art. 289-luarea de mita, prin ordonanta din data de 10.2016 s-a dispus de catre procuror luarea masurii preventive a controlului judiciar fata de inculpatul AB. Avand in vedere ca urmarirea penala nu era inca finalizata, inculpatul AB poate ataca ordonanta procurorului:","A. prin plangere la procurorul ierarhic superior, in termen de 24 de ore de la comunicare
B. prin plangere numai la judecatorul de drepturi si libertati de la instanta careia i-ar reveni competenta sa judece cauza in fond , in termen de 48 de ore de la comunicare
C. prin plangere la judecatorul de camera preliminara de la instanta careia i-ar reveni competenta sa judece cauza in fond, in termen de 48 de ore de la comunicare",B
Drept Procesual Penal,"93.  Pentru o hotărâre de condamnare pronunţată în primă instanţă de o judecătorie, rămasă definitivă prin respingerea apelului, instanţa de executare va fi:","A. Judecătoria
B. Tribunalul
C. Curtea de Apel",A
Drept Procesual Penal,"100.  În cauza penală XN/2014 având ca obiect judecarea infracţiunii prev. şi ped. de disp. art. 196 C.pen. (vătămare din culpă), săvârsită de X si Y, Tribunalul Neamț l-a achitat pe inculpatul X și l-a condamnat pe inculpatul Y, obligându-l la despăgubiri către partea civilă Z. Împotriva sentinţei a declarat apel pentru Y - fără a avea procură în acest sens - soţia inculpatului Y. Totodată împotriva sentinţei a declarat apel şi Parchetul, acesta criticând faptul că minuta sentinţei, în loc să fie semnată de judecătorul A, cel care a participat la toate termenele de judecată şi la dezbateri, este semnată de preşedintele instanţei cu motivarea că A se afla în concediu medical. Având în vedere datele din speță, arătaţi care din variantele de mai jos este corectă:","A. apelul formulat de soţia inculpatului Y este admisibil, aceasta având calitatea de substituit procesual
B. semnarea minutei de către președintele instanței este nelegală, acesta nefiind membru al completului de judecată
C. având în vedere calitatea de președinte al instanței de judecată și de impedimentul apărut în semnarea minutei, în mod corect președintele instanței a semnat motivat minuta",AB
Drept Procesual Penal,"43.  Prin rechizitoriul nr. 147/P/2022, procurorul din cadrul Direcției Naționale Anticorupție a dispus trimiterea în judecată a inculpatului AN pentru săvârșirea infracțiunii prevăzute de art. 18 indice 1 alin. (1) din Legea nr. 78/2000, sancționată de lege cu pedeapsa închisorii de la 2 la 7 ani. La data de 12.01.2023, cauza a fost înregistrată la Tribunalul T și a intrat în procedura de cameră preliminară. Judecătorul de cameră preliminară are următoarele obligații:","A. să ia măsuri pentru desemnarea unui apărător din oficiu pentru inculpatul AN
B. să dispună ca inculpatului AN să i se comunice o copie certificată a rechizitoriului
C. să comunice inculpatului AN că are posibilitatea legală de a urma procedura recunoașterii învinuirii",AB
Drept Procesual Penal,"86.  Pe rolul Judecătoriei Sectorului 2 Bucureşti se află înregistrată cauza privind infracţiunea de înşelăciune săvârşită de inculpatul AB în dauna societăţii X, cauză în care urmează să se dea citire actului de sesizare a instanţei de judecată. Pe rolul Tribunalului Bucureşti se află înregistrată o cauză având ca obiect o infracţiune de dare de mită săvârşită tot de către inculpatul AB, cauză în care mai sunt de audiat doar 2 martori. În această situaţie:","A. cauzele pot fi reunite dacă prin aceasta nu se întârzie judecata chiar dacă se află în etape diferite ale judecăţii în primă instanţă
B. cauzele nu pot fi reunite întrucât nu se află în aceeaşi etapă a judecăţii
C. săvârşirea mai multor infracţiuni de către aceeaşi persoană nu reprezintă un caz de reunire facultativă",A
Drept Procesual Penal,93.  Contestaţia împotriva hotărârii prin care s-a dispus luarea măsurii arestării preventive în cursul urmăririi penale:,"A. este suspensivă de executare
B. poate fi introdusă de părţi, persoana vătămată şi inculpat
C. se soluţionează în cameră de consiliu, iar hotărârea luată se pronunţă în cameră de consiliu",C
Drept Procesual Penal,"88.  Persoana vătămată AB a formulat, în termen, plângere la prim-procurorul Parchetului de pe lângă Judecătoria Craiova, împotriva ordonanței prin care, în cauza nr. Y/P/2022, procurorul de caz din cadrul acestui parchet a dispus soluția clasării față de suspectul BC. Prin ordonanța nr. X, comunicată persoanei vătămate AB în data de 01.02.2023, prim-procurorul Parchetului de pe lângă Judecătoria Craiova a respins ca nefondată plângerea formulată de aceasta, menținând soluția dispusă de procuror. După respingerea plângerii, persoana vătămată AB a formulat plângere împotriva soluției clasării la judecătorul de cameră preliminară de la Judecătoria Craiova, în temeiul disp. art. 340 C.proc.pen. Raportat la această situație, considerați că sunt corecte următoarele afirmații:","A. judecătorul de cameră preliminară, admițând plângerea, poate dispune schimbarea temeiului de drept al soluției de clasare atacate numai dacă prin aceasta nu se creează o situație mai grea pentru suspectul BC
B. judecătorul de cameră preliminară va respinge ca tardivă plângerea persoanei vătămate AB, în cazul în
C. încheierea prin care judecătorul de cameră preliminară respinge ca nefondată plângerea persoanei vătămate AB, este definitivă",BC
